Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0331,889,234,1123,1612,69.67%,484,269,12,2,767
Straight Party,0332,1350,503,1863,2926,63.67%,110,1270,5,10,1395
Straight Party,0333,1392,942,2334,3296,70.81%,1137,380,23,9,1549
Straight Party,0334,247,104,351,786,44.66%,43,222,3,1,269
Straight Party,0335,494,293,787,1679,46.87%,130,439,5,5,579
Straight Party,0336,2496,689,3185,4771,66.76%,183,2094,11,8,2296
Straight Party,0337,371,155,526,1108,47.47%,47,332,0,1,380
Straight Party,0338,1628,632,2260,5001,45.19%,400,1321,22,12,1755
Straight Party,0339,705,303,1008,1909,52.80%,99,548,7,1,655
Straight Party,0340,2049,654,2703,4012,67.37%,1317,431,20,4,1772
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0341,380,278,658,1372,47.96%,82,367,5,0,454
Straight Party,0342,312,225,537,1092,49.18%,79,297,3,4,383
Straight Party,0343,725,370,1095,2099,52.17%,120,631,5,11,767
Straight Party,0344,381,207,588,1225,48.00%,12,440,2,1,455
Straight Party,0345,582,349,931,1945,47.87%,105,547,13,4,669
Straight Party,0346,1,0,1,1,100.00%,0,0,0,0,0
Straight Party,0347,1463,618,2081,3614,57.58%,828,602,16,9,1455
Straight Party,0348,833,242,1075,1796,59.86%,528,221,14,1,764
Straight Party,0349,459,369,828,1372,60.35%,316,203,3,4,526
Straight Party,0350,1709,582,2291,3269,70.08%,433,770,21,11,1235
Straight Party,0351,2865,570,3435,4799,71.58%,1773,463,19,1,2256
Straight Party,0352,2025,538,2563,4278,59.91%,1277,485,22,7,1791
Straight Party,0353,1715,659,2374,4156,57.12%,246,1441,13,5,1705
Straight Party,0354,1575,429,2004,3520,56.93%,283,1025,12,9,1329
Straight Party,0355,823,239,1052,1714,61.96%,61,709,1,2,773
Straight Party,0356,1551,582,2133,3126,68.23%,709,601,18,10,1338
Straight Party,0357,1889,557,2446,3685,66.38%,1209,353,11,7,1580
Straight Party,0358,775,376,1151,2634,43.70%,71,787,3,3,864
Straight Party,0359,806,496,1302,3320,39.22%,80,940,6,7,1033
Straight Party,0360,1872,597,2469,3309,74.61%,628,716,11,7,1362
Straight Party,0361,339,688,1027,1808,56.80%,54,448,9,0,511
Straight Party,0362,2872,553,3425,5161,66.36%,1584,594,18,7,2203
Straight Party,0363,1826,635,2461,4160,59.16%,666,1021,17,6,1710
Straight Party,0364,1192,528,1720,2827,60.84%,499,595,14,10,1118
Straight Party,0365,829,174,1003,1348,74.41%,64,593,2,2,661
Straight Party,0366,989,524,1513,2887,52.41%,215,890,13,13,1131
Straight Party,0367,457,204,661,1256,52.63%,84,350,1,3,438
Straight Party,0368,433,122,555,1024,54.20%,92,285,1,0,378
Straight Party,0369,137,29,166,678,24.48%,35,51,4,3,93
Straight Party,0370,2526,627,3153,4531,69.59%,1534,521,19,8,2082
Straight Party,0371,210,78,288,537,53.63%,5,232,0,2,239
Straight Party,0372,511,180,691,1274,54.24%,52,446,2,2,502
Straight Party,0373,61,13,74,163,45.40%,0,50,0,0,50
Straight Party,0374,175,165,341,720,47.36%,42,186,0,0,228
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0375,748,510,1258,2836,44.36%,253,598,8,5,864
Straight Party,0376,755,344,1099,2060,53.35%,258,465,7,1,731
Straight Party,0377,1384,643,2027,3137,64.62%,1079,252,21,4,1356
Straight Party,0378,623,447,1070,1856,57.65%,449,250,3,6,708
Straight Party,0379,858,388,1246,2149,57.98%,66,852,7,6,931
Straight Party,0380,2745,551,3296,4380,75.25%,1117,983,23,6,2129
Straight Party,0381,1187,432,1519,3141,51.54%,392,691,13,5,1101
Straight Party,0382,429,206,635,1035,61.35%,268,163,3,5,439
Straight Party,0383,723,458,1181,2373,49.77%,226,584,15,11,836
Straight Party,0384,1156,444,1600,2725,58.72%,207,889,6,1,1103
Straight Party,0385,1151,561,1712,2207,77.57%,823,211,3,4,1041
Straight Party,0386,1660,419,2079,3105,66.96%,1015,386,9,7,1417
Straight Party,0387,1707,780,2487,4340,57.30%,1082,521,17,10,1630
Straight Party,0388,2904,711,3615,5413,66.78%,1121,1266,21,8,2416
Straight Party,0389,408,293,701,1359,51.58%,38,373,7,6,424
Straight Party,0390,712,271,983,1482,66.33%,54,545,6,4,609
Straight Party,0391,994,336,1330,1978,67.24%,507,317,8,4,836
Straight Party,0392,653,145,798,1426,55.96%,8,608,1,1,618
Straight Party,0393,429,257,686,1274,53.85%,202,241,9,2,454
Straight Party,0394,236,125,352,914,39.61%,79,174,3,3,259
Straight Party,0395,1009,371,1380,1875,73.60%,595,222,13,2,832
Straight Party,0396,1036,204,1240,2072,59.85%,16,975,2,3,996
Straight Party,0397,204,117,321,796,40.33%,80,145,4,1,230
Straight Party,0398,1765,654,2419,4200,57.60%,722,891,9,8,1630
Straight Party,0399,1295,546,1841,3340,55.12%,453,785,7,10,1255
Straight Party,0400,1476,372,1848,2661,69.45%,810,389,13,6,1218
Straight Party,0401,703,257,960,1971,48.71%,29,712,2,1,744
Straight Party,0402,898,262,1160,1911,60.70%,44,842,3,3,892
Straight Party,0403,966,387,1353,1719,78.71%,381,288,7,4,680
Straight Party,0404,1035,445,1480,2717,54.47%,481,570,16,6,1073
Straight Party,0405,1914,457,2371,3067,77.31%,1261,368,9,1,1639
Straight Party,0406,275,65,340,649,52.39%,4,271,1,2,278
Straight Party,0407,1705,860,2565,3969,64.63%,946,602,27,12,1587
Straight Party,0408,522,313,835,1740,47.99%,175,417,6,2,600
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0409,501,280,781,1608,48.57%,152,404,13,3,572
Straight Party,0410,382,96,478,934,51.18%,53,286,3,0,342
Straight Party,0411,699,418,1117,2426,46.04%,172,606,11,5,794
Straight Party,0412,156,80,236,478,49.37%,7,162,0,1,170
Straight Party,0413,1552,456,2008,3081,65.17%,457,809,14,4,1284
Straight Party,0414,1581,514,2095,3586,58.42%,1013,368,8,5,1394
Straight Party,0415,1081,573,1654,2284,72.42%,764,279,9,3,1055
Straight Party,0416,1447,845,2292,4009,57.17%,740,748,20,12,1520
Straight Party,0417,1108,397,1505,2589,58.13%,420,606,13,10,1049
Straight Party,0418,1338,663,2001,3940,50.79%,414,917,16,11,1358
Straight Party,0419,1172,477,1649,2702,61.03%,653,480,12,5,1150
Straight Party,0420,2692,731,3423,4946,69.21%,2034,347,17,6,2404
Straight Party,0421,1242,273,1515,2023,74.89%,444,497,13,4,958
Straight Party,0422,1358,401,1769,3348,52.84%,42,1303,4,9,1358
Straight Party,0423,316,288,604,1423,42.45%,64,370,2,5,441
Straight Party,0424,549,158,707,1079,65.52%,221,199,3,2,425
Straight Party,0425,259,139,398,878,45.33%,77,204,3,2,286
Straight Party,0426,490,228,718,1266,56.71%,243,242,1,4,490
Straight Party,0427,440,155,595,1120,53.13%,144,298,2,2,446
Straight Party,0428,1591,865,2556,5151,49.62%,479,1529,13,7,2028
Straight Party,0429,949,649,1598,3311,48.26%,238,977,15,8,1238
Straight Party,0430,529,291,820,1794,45.71%,79,531,5,9,624
Straight Party,0431,1223,604,1827,3860,47.33%,264,1111,17,13,1405
Straight Party,0432,459,249,708,1568,45.15%,126,323,9,3,461
Straight Party,0433,163,88,251,561,44.74%,29,141,3,2,175
Straight Party,0434,836,293,1129,1557,72.51%,374,263,5,7,649
Straight Party,0435,1971,567,2538,3363,75.47%,970,518,15,7,1510
Straight Party,0436,2022,678,2700,3809,70.88%,898,663,16,14,1591
Straight Party,0437,1161,425,1586,2094,75.74%,675,287,7,2,971
Straight Party,0438,2306,475,2781,3789,73.40%,1217,479,14,6,1716
Straight Party,0439,1861,749,2610,3701,70.52%,1124,481,16,5,1626
Straight Party,0440,1506,749,2255,2973,75.85%,1084,275,8,4,1371
Straight Party,0441,830,408,1238,1695,73.04%,555,207,7,1,770
Straight Party,0442,2447,685,3132,4315,72.58%,1730,287,31,4,2052
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0443,416,83,499,642,77.73%,230,71,2,2,305
Straight Party,0444,1627,679,2306,3625,63.61%,759,659,20,12,1450
Straight Party,0445,1038,382,1420,2134,66.54%,518,330,9,3,860
Straight Party,0446,89,45,134,309,43.37%,30,66,1,0,97
Straight Party,0447,2416,464,2880,3727,77.27%,1205,561,22,6,1794
Straight Party,0448,1770,529,2299,3155,72.87%,703,457,24,2,1186
Straight Party,0449,73,26,99,225,44.00%,7,74,0,0,81
Straight Party,0450,1106,394,1500,2890,51.90%,213,772,9,4,998
Straight Party,0451,1724,367,2091,2771,75.46%,1154,230,4,1,1389
Straight Party,0452,1876,662,2538,3789,66.98%,1132,532,17,13,1694
Straight Party,0453,666,417,1083,2039,53.11%,189,557,6,9,761
Straight Party,0454,1043,288,1331,2509,53.05%,13,1091,1,2,1107
Straight Party,0455,669,173,842,1713,49.15%,22,632,4,2,660
Straight Party,0456,1407,553,1960,3793,51.67%,703,645,17,8,1373
Straight Party,0457,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0458,918,253,1171,2025,57.83%,49,811,5,5,870
Straight Party,0459,2372,432,2804,3942,71.13%,1446,358,23,3,1830
Straight Party,0460,1617,472,2089,3280,63.69%,301,1064,14,11,1390
Straight Party,0461,2261,669,2930,4054,72.27%,1183,656,11,6,1856
Straight Party,0462,1483,738,2221,3507,63.33%,458,963,10,8,1439
Straight Party,0463,1680,564,2244,3773,59.48%,550,1005,15,4,1574
Straight Party,0464,972,582,1554,2343,66.33%,617,344,21,5,987
Straight Party,0465,1633,594,2227,3778,58.95%,658,785,11,10,1464
Straight Party,0466,2282,509,2791,4327,64.50%,958,890,8,11,1867
Straight Party,0467,502,225,727,1320,55.08%,91,381,4,1,477
Straight Party,0468,1385,747,2132,4040,52.77%,352,1181,15,11,1559
Straight Party,0469,1881,462,2343,3257,71.94%,1269,305,20,6,1600
Straight Party,0470,556,232,788,1358,58.03%,393,122,8,3,526
Straight Party,0471,1057,458,1515,2473,61.26%,849,236,14,7,1106
Straight Party,0472,472,339,811,1131,71.71%,155,219,5,1,380
Straight Party,0473,945,390,1335,1787,74.71%,599,208,9,2,818
Straight Party,0474,1424,624,2048,3127,65.49%,887,445,17,4,1353
Straight Party,0475,791,261,1052,1936,54.34%,280,464,8,2,754
Straight Party,0476,1081,405,1486,2458,60.46%,484,468,14,3,969
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0477,2034,640,2674,4010,66.68%,1152,474,16,6,1648
Straight Party,0478,2280,683,2963,4696,63.10%,1224,655,22,15,1916
Straight Party,0479,1979,755,2734,3851,70.99%,1368,415,20,8,1811
Straight Party,0480,1450,538,1988,2978,66.76%,934,396,16,1,1347
Straight Party,0481,1761,667,2428,3609,67.28%,1222,369,17,10,1618
Straight Party,0482,2260,618,2878,4405,65.33%,1285,535,25,9,1854
Straight Party,0483,2328,538,2866,4495,63.76%,949,924,31,14,1918
Straight Party,0484,2030,700,2730,3981,68.58%,1155,598,21,11,1785
Straight Party,0485,2121,567,2588,4051,66.35%,1263,474,28,5,1770
Straight Party,0486,2312,721,3033,4195,72.30%,1578,415,25,4,2022
Straight Party,0487,1410,527,1937,4142,46.76%,359,1110,9,7,1485
Straight Party,0488,843,511,1354,2382,56.84%,242,729,10,5,986
Straight Party,0489,866,344,1210,1958,61.80%,199,609,6,6,820
Straight Party,0490,985,346,1331,2105,63.23%,248,588,5,2,843
Straight Party,0491,959,488,1447,2110,68.58%,455,391,10,2,858
Straight Party,0492,1231,396,1627,2552,63.75%,533,531,10,2,1076
Straight Party,0493,1408,555,1963,3338,58.81%,457,876,21,5,1359
Straight Party,0494,1079,419,1498,2787,53.75%,106,995,8,5,1114
Straight Party,0495,1420,376,1796,2488,72.19%,800,348,6,5,1159
Straight Party,0496,687,549,1235,2325,53.16%,277,595,8,3,883
Straight Party,0497,91,e,281,1197,2148,55.73%,31,932,1,2,966
Straight Party,0498,1077,423,1500,2527,59.36%,307,628,12,11,958
Straight Party,0499,1442,397,1839,2336,78.72%,838,282,8,4,1132
Straight Party,0500,1874,651,2525,3698,68.28%,1017,580,16,8,1621
Straight Party,0501,1154,406,1560,2016,77.38%,293,443,12,2,750
Straight Party,0502,1358,293,1551,2595,64.01%,825,236,6,1,1068
Straight Party,0503,1402,306,1708,2236,76.39%,822,240,10,4,1076
Straight Party,0504,1282,482,1764,2318,76.10%,689,341,16,0,1046
Straight Party,0505,1758,735,2493,4076,61.16%,639,776,16,12,1443
Straight Party,0506,1516,696,2212,3544,62.42%,207,1346,8,6,1567
Straight Party,0507,601,319,920,2562,35.91%,163,533,3,1,700
Straight Party,0508,1529,828,2357,4767,49.44%,432,1260,13,15,1720
Straight Party,0509,2510,669,3179,5153,61.69%,1362,754,24,8,2148
Straight Party,0510,171,5,666,2382,3822,62.32%,658,942,31,10,1641
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0511,2937,574,3511,4620,76.00%,1451,935,20,7,2413
Straight Party,0512,1670,871,2541,4559,55.74%,658,1142,23,14,1837
Straight Party,0513,1750,413,2173,3003,72.36%,1048,332,11,2,1393
Straight Party,0514,2296,613,2909,4378,66.45%,1290,539,26,6,1861
Straight Party,0515,1843,468,2311,3182,72.63%,1251,264,17,6,1538
Straight Party,0516,1319,363,1682,2799,60.09%,553,574,17,12,1156
Straight Party,0517,1615,509,2124,3744,56.73%,601,872,25,10,1508
Straight Party,0518,1889,676,2565,4049,63.35%,1021,727,14,5,1767
Straight Party,0519,1425,518,1943,3098,62.72%,912,367,17,13,1309
Straight Party,0520,1800,670,2470,5202,47.48%,244,1562,12,9,1827
Straight Party,0521,1353,578,1931,3070,62.90%,617,750,17,4,1388
Straight Party,0522,1515,464,1979,2815,70.30%,986,312,19,8,1325
Straight Party,0523,1986,537,2523,4027,62.65%,992,590,20,9,1611
Straight Party,0524,1401,637,2038,3598,56.64%,361,1103,17,10,1491
Straight Party,0525,1446,574,2020,3260,61.96%,274,1105,7,10,1396
Straight Party,0526,238,157,395,820,48.17%,49,225,4,2,280
Straight Party,0527,156,38,194,580,33.45%,47,91,2,0,140
Straight Party,0528,17,8,25,78,32.05%,1,17,0,0,18
Straight Party,0529,2110,434,2544,3842,66.22%,1481,227,23,11,1742
Straight Party,0530,377,212,589,1236,47.65%,67,343,6,5,421
Straight Party,0531,1235,166,1401,2250,62.27%,683,215,9,2,909
Straight Party,0532,481,140,621,1058,58.70%,303,146,3,0,452
Straight Party,0533,353,169,522,1164,44.85%,183,180,8,3,374
Straight Party,0534,1901,577,2478,3918,63.25%,1265,468,14,6,1753
Straight Party,0535,132,62,194,413,46.97%,29,103,1,2,135
Straight Party,0536,2110,1053,3163,5637,56.11%,642,1451,26,21,2140
Straight Party,0537,1961,464,2425,3174,76.40%,1255,468,5,3,1731
Straight Party,0538,372,203,575,1332,43.17%,7,446,1,2,456
Straight Party,0539,811,234,1045,1535,68.08%,394,301,6,2,703
Straight Party,0540,1017,349,1366,1759,77.66%,246,502,8,4,760
Straight Party,0541,2174,761,2935,5001,58.69%,245,1676,12,7,1940
Straight Party,0542,1157,406,1563,2654,58.89%,67,1161,10,6,1244
Straight Party,0543,554,321,875,1658,52.77%,125,450,5,8,588
Straight Party,0544,84,54,138,313,44.09%,8,96,0,1,105
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0545,2023,468,2491,3949,63.08%,718,972,13,8,1711
Straight Party,0546,1525,278,1803,2471,72.97%,1063,150,5,4,1222
Straight Party,0547,1416,270,1686,2534,66.54%,747,348,15,6,1116
Straight Party,0548,883,395,1278,2339,54.64%,370,502,6,4,882
Straight Party,0549,1106,447,1553,2786,55.74%,133,1002,4,3,1142
Straight Party,0550,1179,553,1732,3245,53.37%,494,703,12,5,1214
Straight Party,0551,2595,793,3388,4428,76.51%,1614,448,18,6,2086
Straight Party,0552,2095,784,2879,3762,76.53%,1606,284,11,4,1905
Straight Party,0553,964,317,1281,2193,58.41%,329,591,11,11,942
Straight Party,0554,597,271,868,1774,48.93%,116,529,7,1,653
Straight Party,0555,642,390,1032,2286,45.14%,122,657,8,4,791
Straight Party,0556,760,435,1195,2491,47.97%,167,790,4,2,963
Straight Party,0557,925,460,1385,2955,46.87%,262,731,10,6,1009
Straight Party,0558,1821,721,2542,4718,53.88%,488,1276,18,9,1791
Straight Party,0559,1923,701,2624,4984,52.65%,356,1420,23,15,1814
Straight Party,0560,290,247,537,1141,47.06%,53,299,4,8,364
Straight Party,0561,1027,624,1651,3138,52.61%,686,473,15,11,1185
Straight Party,0562,222,116,338,691,48.91%,22,206,0,5,233
Straight Party,0563,2083,337,2420,3468,69.78%,1280,308,14,4,1606
Straight Party,0554,1579,526,2105,3240,64.97%,281,898,17,6,1202
Straight Party,0565,339,148,487,1414,34.44%,55,324,3,1,383
Straight Party,0566,1192,441,1633,3029,53.91%,260,858,11,8,1137
Straight Party,0567,967,390,1357,2851,47.60%,224,754,12,4,994
Straight Party,0568,1841,697,2538,3638,69.76%,1032,508,23,8,1571
Straight Party,0569,2050,747,2797,4125,67.81%,849,870,30,11,1760
Straight Party,0570,771,278,1049,1598,65.64%,202,379,11,5,597
Straight Party,0571,521,314,835,1950,42.82%,157,429,7,5,598
Straight Party,0572,1542,444,1986,3308,60.04%,530,741,14,10,1295
Straight Party,0573,490,215,705,1625,43.38%,10,563,2,1,576
Straight Party,0574,112,74,186,391,47.57%,14,121,0,2,137
Straight Party,0575,1909,535,2444,3557,68.71%,931,734,24,6,1695
Straight Party,0576,1112,375,1487,2830,52.54%,44,1046,4,5,1099
Straight Party,0577,887,205,1092,1586,68.85%,430,250,7,8,695
Straight Party,0578,1029,405,1434,1862,77.01%,505,227,12,3,747
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0579,287,181,468,1139,41.09%,48,299,1,2,350
Straight Party,0580,388,108,474,985,48.12%,11,362,4,1,378
Straight Party,0581,457,137,594,1033,57.50%,6,433,0,2,441
Straight Party,0582,543,232,775,1607,48.23%,27,587,1,3,618
Straight Party,0583,434,155,589,1286,45.80%,8,488,0,2,478
Straight Party,0584,387,120,487,1062,45.88%,21,382,2,0,385
Straight Party,0585,830,280,1110,2346,47.31%,37,854,2,2,895
Straight Party,0588,1794,790,2584,4521,57.16%,1006,899,27,8,1740
Straight Party,0587,1210,431,1841,2870,57.18%,351,801,14,5,1171
Straight Party,0588,1948,606,2552,3780,67.51%,1101,499,12,5,1617
Straight Party,0589,1544,545,2089,3780,55.26%,675,758,16,9,1458
Straight Party,0590,1231,400,1631,2176,74.95%,819,180,9,2,1010
Straight Party,0591,852,462,1114,2274,48.99%,160,619,4,7,790
Straight Party,0592,449,272,721,1446,49.86%,90,423,6,4,523
Straight Party,0593,1582,755,2317,4179,55.44%,591,954,19,12,1576
Straight Party,0594,1252,316,1568,2578,60.82%,281,790,3,7,1081
Straight Party,0595,802,299,901,1833,49.15%,85,550,2,10,647
Straight Party,0596,1381,501,1882,3574,52.66%,524,675,23,16,1238
Straight Party,0597,1207,609,1816,3587,50.63%,423,868,20,8,1319
Straight Party,0598,2391,731,3122,5253,59.43%,683,1494,31,12,2220
Straight Party,0599,1380,493,1873,3005,62.33%,438,865,12,4,1319
Straight Party,0600,1804,776,2380,4204,56.61%,546,1171,16,11,1744
Straight Party,0601,2229,670,2899,4151,69.84%,1382,479,16,6,1883
Straight Party,0602,758,234,990,1441,68.70%,466,202,13,2,683
Straight Party,0603,2349,725,3074,4666,65.88%,1145,868,44,12,2069
Straight Party,0604,1820,375,2195,3189,68.83%,1255,180,10,4,1449
Straight Party,0605,1714,599,2313,4217,54.85%,301,1238,14,9,1562
Straight Party,0606,319,111,430,970,44.33%,6,336,0,0,342
Straight Party,0607,183,51,214,712,30.06%,15,159,0,1,175
Straight Party,0608,158,77,233,570,40.88%,39,114,2,2,157
Straight Party,0609,2042,729,2771,4305,64.37%,1065,740,23,12,1840
Straight Party,0610,870,343,1013,2086,48.56%,249,413,8,5,675
Straight Party,0611,980,229,1209,2527,47.84%,24,934,3,4,965
Straight Party,0612,1934,431,2365,3388,69.81%,1202,289,18,9,1518
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0613,939,339,1278,2368,53.97%,125,784,4,7,920
Straight Party,0614,1953,645,2598,4566,56.90%,500,1272,13,9,1794
Straight Party,0615,1075,301,1377,2086,66.01%,468,420,6,6,900
Straight Party,0616,1814,611,2425,3516,68.97%,1107,527,27,12,1673
Straight Party,0617,1708,650,2358,4179,56.42%,509,1194,23,13,1739
Straight Party,0618,1701,545,2246,3801,59.09%,617,980,21,10,1628
Straight Party,0619,2799,663,3462,4916,70.42%,1731,562,31,7,2331
Straight Party,0620,1760,333,2093,3318,63.08%,687,656,8,2,1353
Straight Party,0621,539,200,739,1272,58.10%,186,279,6,3,474
Straight Party,0622,2141,591,2732,4562,59.89%,966,855,16,11,1848
Straight Party,0623,1965,461,2426,3919,61.90%,1051,572,11,10,1644
Straight Party,0624,299,59,358,456,78.51%,175,53,2,0,230
Straight Party,0625,932,372,1304,1864,69.96%,457,376,14,5,852
Straight Party,0626,2310,784,3094,4816,64.24%,1030,930,18,13,1991
Straight Party,0627,938,649,1587,3235,49.06%,282,917,7,10,1216
Straight Party,0628,721,545,1266,2420,52.31%,274,586,9,8,877
Straight Party,0629,162,96,258,750,34.40%,19,181,4,0,204
Straight Party,0630,2682,541,3223,4738,68.02%,196,2003,12,9,2220
Straight Party,0631,1849,398,2247,3263,68.86%,959,458,14,8,1439
Straight Party,0632,4,1,5,241,2.07%,0,5,0,0,5
Straight Party,0633,2287,601,2888,3912,73.82%,1232,517,17,6,1772
Straight Party,0634,1439,499,1938,3259,59.47%,724,546,15,7,1292
Straight Party,0635,1652,520,2172,3512,61.85%,1058,315,24,7,1404
Straight Party,0636,2304,922,3226,4569,70.61%,2010,208,18,0,2236
Straight Party,0637,1100,423,1523,2591,58.78%,177,768,8,7,960
Straight Party,0638,855,348,1203,2310,52.08%,70,862,3,8,943
Straight Party,0639,1389,284,1673,2560,65.35%,888,226,12,3,1129
Straight Party,0640,1620,615,2235,3927,56.91%,850,652,19,10,1531
Straight Party,0641,1640,683,2323,3840,60.49%,960,653,22,10,1645
Straight Party,0642,1031,270,1301,1783,72.97%,726,168,8,1,903
Straight Party,0643,1952,593,2545,4189,60.75%,793,961,14,8,1776
Straight Party,0644,2097,689,2786,4446,62.66%,1060,806,16,16,1898
Straight Party,0645,2161,769,2930,4517,64.87%,747,1155,23,17,1942
Straight Party,0646,926,399,1325,2422,54.71%,244,751,10,4,1009
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0647,1375,526,1901,4349,43.71%,320,1177,5,5,1507
Straight Party,0648,1866,500,2366,3487,67.85%,1100,444,17,3,1564
Straight Party,0649,1557,775,2332,4755,49.04%,400,1338,12,12,1762
Straight Party,0650,2042,819,2861,4039,70.83%,1305,603,22,5,1935
Straight Party,0651,1735,551,2286,3873,59.02%,822,716,19,7,1564
Straight Party,0652,1167,545,1712,2979,57.47%,177,1066,3,3,1249
Straight Party,0653,187,110,297,604,49.17%,49,171,3,2,225
Straight Party,0654,2390,698,3088,5063,60.99%,1007,1017,21,6,2051
Straight Party,0655,1954,751,2725,4495,60.62%,950,802,32,11,1795
Straight Party,0656,1107,401,1508,2737,55.10%,39,1164,1,4,1208
