Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0657,684,276,960,1487,64.56%,230,426,3,9,668
Straight Party,0658,1300,494,1794,2901,61.84%,705,442,18,6,1171
Straight Party,0659,2812,733,3545,5161,68.69%,1693,665,23,8,2389
Straight Party,0660,1576,345,1921,3087,62.23%,112,1208,3,4,1327
Straight Party,0661,1953,774,2727,4363,62.50%,887,884,25,11,1807
Straight Party,0662,2269,571,2840,4002,70.96%,1610,303,14,4,1931
Straight Party,0663,1343,448,1791,2340,76.54%,508,421,12,4,945
Straight Party,0664,910,513,1423,2992,47.56%,164,853,14,5,1036
Straight Party,0665,1329,360,1689,2354,71.75%,973,187,17,5,1182
Straight Party,0666,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0667,1115,400,1516,2175,69.70%,762,216,5,6,989
Straight Party,0668,1558,719,2277,3669,62.06%,907,552,26,8,1493
Straight Party,0669,1901,702,2603,3585,72.61%,1163,464,17,12,1656
Straight Party,0670,2000,416,2416,3335,72.44%,1322,232,18,1,1573
Straight Party,0671,1405,588,1993,3198,62.32%,669,592,20,6,1287
Straight Party,0672,1730,489,2219,3433,64.64%,1075,462,21,6,1564
Straight Party,0673,1527,467,2094,3051,68.63%,1154,243,12,3,1412
Straight Party,0674,2365,610,2975,4228,70.36%,1487,483,18,8,1996
Straight Party,0675,1,0,1,0,0.00%,1,0,0,0,1
Straight Party,0676,1088,465,1553,2976,52.18%,377,708,19,10,1114
Straight Party,0677,423,259,682,1300,52.46%,96,372,4,4,476
Straight Party,0678,1170,294,1464,2660,55.04%,99,915,6,3,1023
Straight Party,0679,1721,529,2250,3542,63.52%,1063,425,11,6,1505
Straight Party,0680,100,17,117,179,65.36%,20,31,1,0,52
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0681,e,0,6,4,150.00%,3,2,0,0,5
Straight Party,0682,2114,690,2804,4313,65.01%,1424,503,19,4,1950
Straight Party,0683,82,5,87,302,28.81%,15,48,1,0,64
Straight Party,0684,1585,640,2326,3559,65.36%,944,583,24,12,1563
Straight Party,0685,139,28,167,285,58.60%,52,50,2,0,104
Straight Party,0686,53,5,58,221,26.24%,7,32,0,0,39
Straight Party,0687,1518,400,1918,2713,70.70%,839,367,7,8,1221
Straight Party,0688,2345,594,2939,3922,74.94%,1575,348,10,3,1936
Straight Party,0689,731,604,1335,2449,54.51%,368,526,9,12,915
Straight Party,0690,1975,553,2528,3614,69.95%,1323,322,23,5,1673
Straight Party,0691,2134,551,2685,3690,72.76%,1440,395,16,3,1854
Straight Party,0692,1282,678,1960,3118,62.86%,970,328,22,13,1333
Straight Party,0693,311,110,421,681,61.82%,75,206,7,2,290
Straight Party,0694,1008,319,1327,2478,53.55%,343,569,6,4,922
Straight Party,0695,631,315,946,1842,51.36%,414,259,10,4,687
Straight Party,0696,729,312,1041,2027,51.36%,433,303,9,6,751
Straight Party,0697,1299,552,1851,3238,57.16%,288,1038,16,6,1348
Straight Party,0698,1276,520,1796,3339,53.79%,132,1184,5,7,1328
Straight Party,0699,1283,398,1681,2387,70.42%,686,339,18,3,1046
Straight Party,0700,728,247,975,1536,63.48%,587,77,4,0,668
Straight Party,0701,210,73,283,614,46.09%,90,118,4,1,213
Straight Party,0702,183,69,252,550,45.82%,21,170,5,1,197
Straight Party,0703,902,528,1430,1943,73.60%,684,216,8,2,910
Straight Party,0704,1700,512,2212,3121,70.87%,1300,249,12,4,1555
Straight Party,0705,331,206,537,1513,35.49%,28,407,1,3,439
Straight Party,0706,1255,372,1527,2821,57.67%,400,725,12,12,1149
Straight Party,0707,378,69,447,757,59.05%,181,102,4,2,289
Straight Party,0708,163,98,261,592,44.09%,56,135,1,0,192
Straight Party,0709,2261,528,2789,4136,67.43%,1005,901,21,6,1933
Straight Party,0710,1143,450,1593,2096,76.00%,468,332,14,3,817
Straight Party,0711,1987,599,2586,3820,67.70%,871,805,13,7,1696
Straight Party,0712,1722,627,2349,4002,58.70%,579,1147,19,11,1756
Straight Party,0713,770,365,1135,2006,56.58%,380,431,7,5,823
Straight Party,0714,102,28,130,306,42.48%,33,55,1,0,89
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0715,553,239,792,1549,51.13%,253,304,2,5,564
Straight Party,0716,1219,419,1638,2720,60.22%,831,295,15,5,1146
Straight Party,0717,979,232,1211,2082,58.17%,96,763,4,3,866
Straight Party,0718,2251,872,3123,4412,70.78%,1334,675,18,6,2033
Straight Party,0719,624,223,847,1644,51.52%,285,308,6,3,602
Straight Party,0720,2506,709,3215,4709,68.27%,1410,648,38,6,2102
Straight Party,0721,1475,803,2079,2926,71.05%,864,387,10,7,1268
Straight Party,0722,1931,609,2540,4638,54.76%,89,1819,15,12,1935
Straight Party,0723,899,261,1160,1959,59.21%,144,669,5,3,821
Straight Party,0724,395,146,541,800,67.63%,229,108,1,1,339
Straight Party,0725,977,294,1271,2336,54.41%,303,509,8,10,830
Straight Party,0726,1274,321,1595,2207,72.27%,1002,105,8,1,1116
Straight Party,0727,984,415,1399,2708,51.66%,231,753,12,8,1004
Straight Party,0728,399,198,597,942,63.38%,208,141,6,1,356
Straight Party,0729,235,49,284,471,60.30%,105,73,1,0,179
Straight Party,0730,1372,406,1778,2435,73.02%,713,341,11,6,1071
Straight Party,0731,2090,624,2714,4834,56.14%,735,1126,22,18,1901
Straight Party,0732,798,449,1247,1943,64.18%,466,299,11,10,786
Straight Party,0733,55,25,80,303,26.40%,18,39,0,1,58
Straight Party,0734,2309,556,2865,4294,66.72%,1285,685,17,8,1995
Straight Party,0735,158,61,219,251,87.25%,80,71,0,0,151
Straight Party,0736,14,3,17,42,40.48%,0,10,0,0,10
Straight Party,0737,21,6,27,56,48.21%,14,4,1,0,19
Straight Party,0738,436,214,650,1497,43.42%,76,416,4,2,498
Straight Party,0739,981,440,1421,2971,47.83%,403,568,15,4,990
Straight Party,0740,281,169,450,1005,44.78%,155,162,5,1,323
Straight Party,0741,925,262,1187,1895,62.64%,178,616,4,9,807
Straight Party,0742,1542,498,2040,2859,71.35%,866,522,10,1,1399
Straight Party,0743,54,60,114,234,48.72%,27,55,0,0,82
Straight Party,0744,1011,444,1455,2103,69.19%,544,343,5,6,898
Straight Party,0745,1219,446,1665,2543,65.47%,651,342,15,7,1015
Straight Party,0746,248,121,367,732,50.14%,114,116,3,1,234
Straight Party,0747,1748,693,2441,4096,59.59%,687,899,14,12,1612
Straight Party,0748,569,245,814,1556,52.31%,251,264,9,4,528
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0749,115,1,116,432,26.85%,10,78,0,0,88
Straight Party,0750,295,122,417,809,51.55%,165,125,8,1,299
Straight Party,0751,2951,1013,3964,5893,67.27%,1622,998,37,14,2671
Straight Party,0752,660,227,887,1484,59.77%,414,199,4,0,617
Straight Party,0753,260,53,313,512,61.13%,74,127,0,2,203
Straight Party,0754,388,262,650,1590,40.88%,17,515,2,1,535
Straight Party,0755,1786,955,2741,5015,54.66%,601,1207,24,18,1850
Straight Party,0756,688,309,997,1723,57.86%,208,483,3,3,697
Straight Party,0757,1867,601,2468,4792,51.50%,230,1447,18,9,1704
Straight Party,0758,2109,595,2704,3803,71.10%,1451,357,15,5,1828
Straight Party,0759,1392,375,1767,2779,63.58%,689,477,16,5,1187
Straight Party,0760,1222,268,1490,2162,68.92%,820,124,10,2,956
Straight Party,0761,1096,167,1263,1598,79.04%,570,189,3,2,764
Straight Party,0762,930,303,1233,1828,67.45%,371,443,4,3,821
Straight Party,0763,370,264,634,1249,50.76%,115,314,7,4,440
Straight Party,0764,2475,677,3152,4827,65.30%,1256,776,17,16,2065
Straight Party,0765,2069,874,2943,5742,51.25%,527,1618,14,16,2175
Straight Party,0766,126,59,185,428,43.22%,11,100,0,1,112
Straight Party,0767,31,15,46,92,50.00%,14,19,0,0,33
Straight Party,0768,1486,387,1873,2643,70.87%,983,225,16,4,1228
Straight Party,0769,85,14,99,184,53.80%,4,82,0,0,86
Straight Party,0770,103,42,145,388,37.37%,33,73,1,0,107
Straight Party,0771,572,210,782,1588,49.24%,213,275,5,7,500
Straight Party,0772,2820,477,3297,4606,71.58%,1640,477,24,5,2146
Straight Party,0773,1697,638,2335,4414,52.90%,390,1332,14,8,1744
Straight Party,0774,154,55,220,426,51.64%,35,112,2,1,150
Straight Party,0775,50,1,51,102,50.00%,1,47,0,0,48
Straight Party,0776,1437,538,1975,3276,60.29%,747,525,16,7,1295
Straight Party,0777,202,105,307,767,40.03%,56,182,2,0,240
Straight Party,0778,0,3,3,0,0.00%,0,3,0,0,3
Straight Party,0779,263,160,423,1019,41.51%,65,234,8,4,311
Straight Party,0780,170,130,300,666,45.05%,71,148,0,2,221
Straight Party,0781,1241,612,1853,3782,49.00%,417,947,14,6,1384
Straight Party,0782,1049,368,1417,2355,60.17%,559,344,12,6,921
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0783,197,90,287,520,55.19%,11,187,0,0,198
Straight Party,0784,408,119,527,1062,49.62%,12,410,0,5,427
Straight Party,0785,1235,357,1593,1896,84.02%,541,487,21,4,1053
Straight Party,0786,397,177,574,1258,45.63%,119,292,3,3,417
Straight Party,0787,180,83,263,542,48.52%,48,138,3,0,189
Straight Party,0788,2,0,2,13,15.38%,1,0,0,0,1
Straight Party,0789,1380,420,1800,2998,60.04%,726,491,10,4,1231
Straight Party,0790,1143,329,1472,2523,58.34%,326,724,15,6,1071
Straight Party,0791,9,3,12,29,41.38%,1,6,1,1,9
Straight Party,0792,648,415,1063,1954,54.40%,146,620,5,4,775
Straight Party,0793,985,416,1401,2620,53.47%,515,495,13,3,1026
Straight Party,0794,626,411,1037,3208,32.33%,63,727,7,6,803
Straight Party,0795,396,2,398,1281,31.07%,81,208,2,1,292
Straight Party,0796,1373,455,1838,3041,60.44%,497,772,11,7,1287
Straight Party,0797,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0798,223,142,365,521,70.06%,81,137,2,1,221
Straight Party,0799,58,26,84,171,49.12%,9,52,1,0,62
Straight Party,0800,1938,730,2668,4216,63.28%,1099,652,25,12,1788
Straight Party,0801,90,44,134,261,51.34%,29,67,1,1,98
Straight Party,0802,54,21,75,224,33.48%,10,32,2,0,44
Straight Party,0803,2672,547,3219,4514,71.31%,1527,624,19,8,2178
Straight Party,0804,2704,682,3386,5303,63.85%,1251,1135,23,10,2419
Straight Party,0805,1601,454,2055,2874,71.50%,1072,245,8,2,1327
Straight Party,0806,1004,324,1328,1889,70.30%,535,322,11,6,874
Straight Party,0807,801,349,1150,2163,53.17%,115,700,5,9,829
Straight Party,0808,143,57,200,232,86.21%,33,57,1,0,91
Straight Party,0809,19,7,26,98,26.53%,7,9,0,0,16
Straight Party,0810,47,31,78,197,39.59%,4,45,2,0,51
Straight Party,0811,82,68,150,277,54.15%,16,79,1,2,98
Straight Party,0812,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0813,1747,434,2181,3488,62.53%,620,833,5,9,1467
Straight Party,0814,1976,827,2803,5483,51.12%,380,1728,16,15,2139
Straight Party,0815,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0816,23,10,33,64,51.56%,4,23,1,1,29
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0817,2792,550,3342,4700,71.11%,1587,612,16,7,2222
Straight Party,0818,209,104,313,737,42.47%,45,185,1,2,233
Straight Party,0819,113,31,144,228,63.16%,38,34,0,0,72
Straight Party,0820,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0821,362,188,550,1295,42.47%,39,357,7,5,408
Straight Party,0822,571,185,756,1574,48.03%,18,567,3,1,589
Straight Party,0823,1339,410,1749,3017,57.97%,616,537,19,11,1183
Straight Party,0824,1059,410,1469,2762,53.19%,202,816,6,10,1034
Straight Party,0825,9,7,15,21,76.19%,3,7,1,0,11
Straight Party,0826,177,70,247,355,69.58%,69,51,1,2,123
Straight Party,0827,218,234,452,1042,43.38%,91,246,8,4,349
Straight Party,0828,1176,281,1457,1965,74.15%,773,173,9,3,958
Straight Party,0829,102,19,121,235,51.49%,22,59,2,0,83
Straight Party,0830,2,2,4,2,200.00%,3,0,0,0,3
Straight Party,0831,8,5,13,36,36.11%,4,6,0,0,10
Straight Party,0832,125,50,175,364,48.08%,35,100,1,1,137
Straight Party,0833,3,2,5,20,25.00%,1,3,0,0,4
Straight Party,0834,142,61,203,388,52.32%,15,157,2,0,174
Straight Party,0835,87,71,158,311,50.80%,28,86,0,1,115
Straight Party,0836,128,0,128,248,51.61%,7,87,1,0,95
Straight Party,0837,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0838,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0839,419,174,593,1190,49.83%,78,332,9,3,422
Straight Party,0840,832,228,1060,1780,59.55%,236,500,4,5,745
Straight Party,0841,1476,475,1951,3431,56.86%,289,1083,12,5,1389
Straight Party,0842,1341,513,1854,3390,54.69%,466,770,14,11,1261
Straight Party,0843,595,298,893,1387,64.38%,105,525,3,4,637
Straight Party,0844,4,0,4,10,40.00%,0,4,0,0,4
Straight Party,0845,152,13,165,218,75.69%,75,43,0,0,118
Straight Party,0846,51,22,83,229,36.24%,1,57,0,0,58
Straight Party,0847,993,330,1323,2310,57.27%,222,682,6,9,919
Straight Party,0848,1015,201,1216,1875,64.85%,230,530,7,4,771
Straight Party,0849,731,455,1186,2272,52.20%,188,576,14,8,785
Straight Party,0850,129,19,148,208,71.15%,35,58,1,0,94
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0851,1888,441,2329,3597,64.75%,1040,486,20,8,1554
Straight Party,0852,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,0853,1641,487,2128,2986,71.27%,1006,287,14,7,1314
Straight Party,0854,40,19,59,175,33.71%,3,42,0,1,46
Straight Party,0855,7,2,9,21,42.86%,4,3,0,1,8
Straight Party,0856,0,3,3,0,0.00%,0,0,0,0,0
Straight Party,0857,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,0858,122,35,157,334,47.01%,2,118,0,0,120
Straight Party,0859,391,143,534,945,56.51%,62,298,2,2,364
Straight Party,0860,1,1,2,0,0.00%,0,1,0,0,1
Straight Party,0861,778,272,1050,1941,54.10%,119,644,3,5,771
Straight Party,0862,1995,508,2503,3739,66.94%,1025,686,12,14,1737
Straight Party,0863,192,64,256,581,44.06%,7,195,0,0,202
Straight Party,0864,693,574,1267,2708,46.79%,173,749,6,8,936
Straight Party,0865,9,2,11,21,52.38%,0,8,0,0,8
Straight Party,0866,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0867,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0868,737,495,1232,2446,50.37%,203,660,10,7,880
Straight Party,0869,166,55,221,480,46.04%,14,152,1,0,167
Straight Party,0870,0,2,2,0,0.00%,1,0,0,0,1
Straight Party,0871,2,1,3,3,100.00%,0,1,1,0,2
Straight Party,0872,16,6,22,68,32.35%,10,9,0,0,19
Straight Party,0873,296,111,407,778,52.31%,61,218,2,3,284
Straight Party,0874,1683,670,2353,3294,71.43%,1110,326,9,3,1448
Straight Party,0875,1954,501,2455,3592,68.35%,806,937,22,9,1774
Straight Party,0876,1950,577,2527,3485,72.51%,1152,443,13,3,1611
Straight Party,0877,1807,528,2335,3651,63.96%,584,1075,17,10,1686
Straight Party,0878,685,110,795,1039,76.52%,441,90,3,1,535
Straight Party,0879,1222,413,1635,2843,57.51%,463,688,22,6,1179
Straight Party,0880,1358,471,1829,2467,74.14%,920,268,9,2,1199
Straight Party,0881,2469,927,3396,5638,60.23%,597,1924,33,12,2566
Straight Party,0882,1958,595,2553,4317,59.14%,503,1286,20,17,1826
Straight Party,0883,2254,928,3182,5613,56.69%,317,1899,11,17,2244
Straight Party,0884,149,55,204,396,51.52%,25,142,1,5,173
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0885,1575,323,1898,2811,67.52%,705,559,11,8,1283
Straight Party,0886,499,152,651,906,71.85%,175,133,7,2,317
Straight Party,0887,239,95,334,492,67.89%,87,64,4,1,156
Straight Party,0888,820,289,1109,1867,59.40%,236,550,7,5,798
Straight Party,0889,114,28,142,238,59.66%,18,49,1,0,68
Straight Party,0890,450,98,548,1214,45.14%,107,163,2,2,274
Straight Party,0891,758,194,952,1376,69.19%,187,358,0,2,547
Straight Party,0892,429,123,552,900,61.33%,89,181,8,4,282
Straight Party,0893,1,4,5,9,55.56%,2,3,0,0,5
Straight Party,0894,808,305,1113,2087,53.33%,101,702,10,6,819
Straight Party,0895,424,252,676,834,81.06%,124,166,3,0,293
Straight Party,0896,855,254,1109,1467,75.60%,185,363,3,5,556
Straight Party,0897,815,365,1180,1766,66.82%,415,357,11,4,787
Straight Party,0898,793,301,1094,1821,60.08%,306,471,15,6,798
Straight Party,0899,747,165,912,1264,72.15%,405,234,8,3,650
Straight Party,0900,7,0,7,12,58.33%,1,5,0,0,6
Straight Party,0901,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0902,1318,361,1679,2217,75.73%,425,365,20,8,818
Straight Party,0903,1320,354,1674,2558,65.44%,840,286,8,6,1140
Straight Party,0904,2,0,2,8,25.00%,0,1,0,0,1
Straight Party,0905,390,136,526,946,55.60%,128,229,8,2,367
Straight Party,0906,19,3,22,28,78.57%,5,4,0,0,9
Straight Party,0907,53,37,90,201,44.78%,5,67,1,1,74
Straight Party,0908,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0909,7,1,8,21,38.10%,1,4,0,0,5
Straight Party,0910,78,37,115,236,48.73%,20,54,2,0,76
Straight Party,0911,237,63,300,576,52.08%,133,66,4,1,204
Straight Party,0912,712,167,879,1341,65.55%,340,220,1,4,565
Straight Party,0913,102,12,114,241,47.30%,17,80,0,0,97
Straight Party,0914,42,0,42,124,33.87%,8,29,0,0,37
Straight Party,0915,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0916,1474,308,1782,2205,80.82%,945,226,21,2,1194
Straight Party,0917,34,9,43,147,29.25%,3,25,0,1,29
Straight Party,0918,3,1,4,7,57.14%,1,2,0,0,3
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0919,1,0,1,1,100.00%,0,0,0,0,0
Straight Party,0920,41,13,54,79,68.35%,22,13,0,0,35
Straight Party,0921,27,6,33,61,54.10%,6,24,0,0,30
Straight Party,0922,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0923,2338,350,2686,3536,75.96%,1457,446,18,2,1923
Straight Party,0924,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0925,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0926,550,149,699,967,72.29%,331,133,6,0,470
Straight Party,0927,973,173,1146,1771,64.71%,316,275,4,2,597
Straight Party,0928,4,1,5,7,71.43%,0,5,0,0,5
Straight Party,0929,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0930,21,7,83,300,606,49.50%,9,223,0,0,232
Straight Party,0931,87,28,115,141,81.56%,19,32,1,0,52
Straight Party,0932,0,1,1,0,0.00%,0,1,0,0,1
Straight Party,0933,297,93,390,668,58.38%,67,187,2,1,257
Straight Party,0934,9,4,13,37,35.14%,4,3,0,0,7
Straight Party,0935,12,9,21,55,38.18%,5,9,0,0,14
Straight Party,0936,23,9,32,76,42.11%,4,19,0,0,23
Straight Party,0937,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0938,72,19,91,255,35.69%,17,55,1,0,73
Straight Party,0939,1,1,2,4,50.00%,1,1,0,0,2
Straight Party,0940,9,3,12,28,42.86%,0,8,0,0,8
Straight Party,0941,287,144,431,870,49.54%,120,142,3,3,268
Straight Party,0942,103,16,119,152,78.29%,54,23,1,0,78
Straight Party,0943,192,28,220,774,28.42%,38,139,0,4,181
Straight Party,0944,1,0,1,1,100.00%,0,1,0,0,1
Straight Party,0945,8,6,14,21,66.67%,1,7,0,1,9
Straight Party,0946,4,2,6,14,42.86%,1,4,0,0,5
Straight Party,0947,429,198,627,820,76.46%,182,149,2,1,334
Straight Party,0948,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,0949,84,61,145,210,69.05%,44,40,1,0,85
Straight Party,0950,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0951,114,62,176,304,57.89%,30,102,2,4,138
Straight Party,0952,33,15,48,65,73.85%,13,5,1,0,19
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0953,4,0,4,8,50.00%,0,2,0,0,2
Straight Party,0954,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0955,3551,572,4123,5108,80.72%,1808,717,17,4,2546
Straight Party,0956,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0957,284,39,323,585,55.21%,21,191,1,2,215
Straight Party,0958,431,231,662,1202,55.07%,70,384,3,4,461
Straight Party,0959,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0960,831,235,1066,1471,72.47%,138,593,6,2,739
Straight Party,0961,823,318,1141,2369,48.16%,115,706,9,8,838
Straight Party,0962,33,12,45,88,51.14%,4,21,0,0,25
Straight Party,0963,225,91,316,528,59.85%,94,136,1,5,236
Straight Party,0964,2152,325,2477,3179,77.92%,953,647,12,7,1619
Straight Party,0965,102,35,137,345,39.71%,62,24,2,2,90
Straight Party,0966,368,189,557,1332,41.82%,81,306,7,1,395
Straight Party,0967,82,24,106,186,56.99%,26,45,1,1,73
Straight Party,0968,455,127,582,906,64.24%,80,313,3,1,397
Straight Party,0969,299,71,370,624,59.29%,2,281,0,1,284
Straight Party,0970,224,102,326,810,40.25%,23,233,0,3,259
Straight Party,0971,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0972,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0973,505,138,644,999,64.46%,246,129,6,3,384
Straight Party,0974,0,1,1,0,0.00%,1,0,0,0,1
Straight Party,0975,104,26,130,190,68.42%,29,40,2,2,73
Straight Party,0976,190,152,342,712,48.03%,116,125,1,2,244
Straight Party,0977,160,108,268,617,43.44%,65,128,0,4,197
Straight Party,0978,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0979,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0980,687,333,1020,1412,72.24%,520,167,7,3,697
Straight Party,0981,12,2,14,31,45.16%,0,9,0,0,9
Straight Party,0982,1904,501,2405,2916,82.48%,1245,332,22,5,1604
Straight Party,0983,55,17,82,198,41.41%,21,25,0,0,46
Straight Party,0984,76,57,133,341,39.00%,8,102,1,0,111
Straight Party,0985,224,56,280,355,78.87%,84,95,2,2,183
Straight Party,0986,154,78,232,537,43.20%,14,168,2,1,185
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0987,478,130,608,1183,51.39%,27,433,1,3,464
Straight Party,0988,52,15,77,117,65.81%,46,2,0,0,48
Straight Party,0989,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0990,5,6,11,66,16.67%,1,6,0,0,7
Straight Party,0991,0,1,1,2,50.00%,0,1,0,0,1
Straight Party,0992,456,106,562,1075,52.28%,180,223,9,2,414
Straight Party,0993,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0994,55,12,68,75,90.67%,12,30,0,1,43
Straight Party,0995,754,193,947,1576,60.09%,50,637,1,5,693
Straight Party,0996,404,70,474,708,66.95%,156,131,5,1,293
Straight Party,0997,525,283,808,1909,42.33%,88,478,5,4,575
Straight Party,0998,24,12,36,68,52.94%,12,9,1,0,22
Straight Party,0999,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1000,123,22,145,428,33.88%,16,89,1,2,108
Straight Party,1001,519,280,799,1654,48.31%,97,490,5,3,595
Straight Party,1002,481,270,751,1804,41.63%,66,498,5,7,576
Straight Party,1003,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1004,351,114,465,691,67.29%,138,122,3,0,263
Straight Party,1005,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1006,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1007,595,306,1002,1775,56.45%,129,533,7,5,674
Straight Party,1008,620,107,727,1011,71.91%,392,82,8,2,484
Straight Party,1009,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1010,293,96,389,647,60.12%,54,232,4,1,291
Straight Party,1011,9,6,15,31,48.39%,4,5,0,0,9
Straight Party,1012,545,362,907,1633,55.54%,160,514,7,5,686
Straight Party,Totals;,985571,353327,1338898,2182980,401663,472030,8791,4587,887071
